NSE,17 April 2017,EICHER MOTORS L,SELL,-1,26108.8,26108.8
BSE,20 April 2017,KARNATAKA BANK,BUY,160,152.31,-24369.6
NSE,20 April 2017,MARUTI SUZUKI I,SELL,-4,6189.4,24757.6
NSE,20 April 2017,KARNATAKA BANK,BUY,10,151.96,-1519.6
BSE,25 April 2017,TATA MOTORS LTD,SELL,-67,442.77,29665.59
BSE,25 April 2017,SUN PHARMACEUTI,SELL,-35,639.78,22392.3
NSE,25 April 2017,LUPIN LIMITED,BUY,16,1374.34,-21989.44
NSE,25 April 2017,LUPIN LIMITED,BUY,1,1372.83,-1372.83
NSE,25 April 2017,LUPIN LIMITED,BUY,20,1372.83,-27456.6
NSE,27 April 2017,LUPIN LIMITED,BUY,32,1340.67,-42901.44
NSE,27 April 2017,TATA POWER COMP,SELL,-77,84.72,6523.44
NSE,27 April 2017,TATA MOTORS LTD,SELL,-95,452.43,42980.85
BSE,27 April 2017,SUZLON ENERGY L,BUY,310,20.75,-6432.5
BSE,04 May 2017,SUN PHARMACEUTI,SELL,-31,628.91,19496.19
BSE,04 May 2017,SUN PHARMACEUTI,SELL,-31,626.55,19423.05
NSE,04 May 2017,LUPIN LIMITED,BUY,15,1267.31,-19009.65
NSE,04 May 2017,LUPIN LIMITED,BUY,15,1286.4,-19296
NSE,08 May 2017,SUN PHARMACEUTI,SELL,-102,629.34,64192.68
NSE,08 May 2017,SUZLON ENERGY L,BUY,94,20.55,-1931.7
NSE,08 May 2017,STERLITE TECHNO,BUY,400,154.27,-61708
NSE,23 May 2017,SUZLON ENERGY L,BUY,1500,19.95,-29925
BSE,26 May 2017,LUPIN LIMITED,BUY,13,1129.62,-14685.06
NSE,26 May 2017,ABB LIMITED,SELL,-10,1482.45,14824.5
BSE,01 June 2017,LUPIN LIMITED,SELL,-20,1158.18,23163.6
NSE,01 June 2017,TATA COFFEE LIM,BUY,175,131.05,-22933.75
BSE,19 June 2017,TATA COFFEE LIM,BUY,74,133.67,-9891.58
NSE,19 June 2017,TATA COFFEE LIM,BUY,283,133.67,-37828.61
BSE,19 June 2017,GODREJ CONSUMER,SELL,-20,1890.6,37812
NSE,21 June 2017,LUPIN LIMITED,SELL,-20,1090.42,21808.4
NSE,21 June 2017,TATA ELXSI LTD,BUY,13,1624.08,-21113.04
BSE,22 June 2017,LUPIN LIMITED,SELL,-22,1064.65,23422.3
NSE,22 June 2017,LUPIN LIMITED,SELL,-22,1068.63,23509.86
NSE,22 June 2017,LUPIN LIMITED,SELL,-20,1077.09,21541.8
NSE,22 June 2017,GARWARE-WALL RO,BUY,25,840.18,-21004.5
BSE,22 June 2017,GARWARE-WALL RO,BUY,31,830.13,-25734.03
BSE,22 June 2017,TRANSPORT CORPO,BUY,70,306.53,-21457.1
BSE,23 June 2017,TRANSPORT CORPO,BUY,79,294.06,-23230.74
BSE,23 June 2017,LUPIN LIMITED,SELL,-22,1065.64,23444.08
BSE,23 June 2017,LUPIN LIMITED,SELL,-22,1065.64,23444.08
NSE,23 June 2017,TATA ELXSI LTD,BUY,14,1612.02,-22568.28
NSE,30 June 2017,LUPIN LIMITED,SELL,-62,1060.67,65761.54
NSE,30 June 2017,TATA GLOBAL BEV,BUY,260,150.75,-39195
NSE,30 June 2017,CDSL,BUY,100,261.3,-26130
NSE,21 July 2017,CDSL,BUY,51,377.88,-19271.88
NSE,04 August 2017,CDSL,BUY,48,315.57,-15147.36
